location,company,ad_date,salary,role,title,job_description,work_type,url
Canberra,Recruitment Hive,7d ago,$125 - $144 p.h. + All Client Fees Disclosed,frontend-developer,Front End Developer - Vue.js TypeScript and React,"WFH Flexibility / NV1 Required

Mandatory Criteria - C#, REST API / & Vue.js, TypeScript and React 
 [Minimum NV1 Clearance Required 12 Month Contract + 2 X 12 Month Extension Canberra City Office Address + WFH Flexibility]",Contract/Temp,https://www.seek.com.au/job/72133121
Perth,CorePlan,28d ago,,software-engineer,Software Engineer (frontend),"Accelerate Your Software Engineering Career with CorePlan, Perth's Fast-Growing Tech Startup Disrupting the Mining Industry! 
 []",Full time,https://www.seek.com.au/job/71677858
Sydney,SustainAbility Consulting,21d ago,160000,frontend-developer,Senior Frontend Developer,"I have been engaged by a dynamic SaaS company in Sydney, which is looking for a talented individual to join their accomplished development team. 
 []",Full time,https://www.seek.com.au/job/71829616
Melbourne,Talent International,18d ago,$110k - $125k p.a.,frontend-developer,Front End Developer,"Front End Developer | Permanent Full Time | React | JavaScript | Richmond Location | Flexible Hybrid Work 
 [IT Start-Up Company | Richmond Location Front End Developer | React Permanent Full Time | Flexible Hybrid Work]",Full time,https://www.seek.com.au/job/71910913
Sunshine Coast,Medical-Objects,4d ago,,front-end-web-developer,Junior or Graduate Frontend Web Developer,"Medical-Objects is looking for a Junior or Graduate Frontend Web Developer to join our team on the beautiful Sunshine Coast. 
 []",Full time,https://www.seek.com.au/job/72230993
Melbourne,,1d ago,,frontend-developer,Frontend Developer (contract),"Join an exciting & growing technology company & push the limits of user experience and intuitive design in secure applications, AI & cyber security. 
 [Work on interesting and innovative projects Be part of a friendly and diverse team Flexible and Hybrid working arrangements]",Contract/Temp,https://www.seek.com.au/job/72271447
Melbourne,Launch Recruitment,4d ago,"$130,000 + Super",frontend-developer,Front End Developer,"Collaborate in a team of passionate, creative & innovative developers | Front-end Angular Developer 
 [$130,000 + Super Extra leave days + leave loading + annual bonus Hybrid Model (WFH)]",Full time,https://www.seek.com.au/job/72232309
Sydney,,4d ago,"$100,000 – $130,000 per year + 11% Super",frontend-developer,Mid to Senior Frontend Developer,"Join one of the fastest growing tech sectors – AI! Make a huge impact in a fast-paced lean startup as a Mid to Senior Frontend Developer. 
 []",Full time,https://www.seek.com.au/job/72226343
Brisbane,,14d ago,,frontend-developer,Frontend Developer,"If you want to take your career to a new level, work on tech projects that actually take off and go To The Moon, we are the team for you. 
 []",Full time,https://www.seek.com.au/job/71979265
Sydney,Infinity Pro,15d ago,Mostly WFH - $840 to $932 per day,front-end-web-developer,Vue Frontend Web Developer - Vue.JS / Nuxt JavaScript,"Vue Front End Engineer / Vue JavaScript Web Frontend Developer - Nuxt Platform Web Programmer - Sitecore CMS - Vue JavaScript / Nuxt .JS - Mostly WFH 
 []",Contract/Temp,https://www.seek.com.au/job/71948159
Perth,,6d ago,,frontend-developer,Front End Developer,"Wanted: Front End Developer with TypeScript and HTML experience who can contribute to the success of our existing and new User Interfaces 
 [Best of breed application Angular 15+ SCSS & Material Design]",Full time,https://www.seek.com.au/job/72189499
"Newcastle, Maitland & Hunter",Rarekind,21d ago,AUD 75000 - 105000 per annum,front-end-web-developer,Frontend Web Developer,"Newly created role for a Frontend Web developer to join a Newcastle business who are driving the way in innovative tech and manufacturing solutions! 
 [Join a Newcastle business who are driving the way in innovation Newly created role in a company with major growth plans Onsite position in Newcastle NSW | Free onsite parking]",Full time,https://www.seek.com.au/job/71820059
Canberra,Compas,7d ago,,frontend-developer,Front End Developer,"APPLY NOW! 
 []",Contract/Temp,https://www.seek.com.au/job/72139054
Brisbane,Blackroc,6d ago,Up to 100k including superannuation,web-developer,Web Developer,"Frontend Web Dev with strong HTML, CSS and preferably modern JS exp required to help build and maintain user friendly, visually appealing websites. 
 [Flexible working: Tuesdays and Fridays from home Collaboration: Small, close-knit team of developers Front-end Development: HTML, CSS, React OR Vue]",Full time,https://www.seek.com.au/job/72175445
Sydney,Collaborate Recruitment,27d ago,,front-end-web-developer,Frontend Web Developer,"Hybrid role|Fully remote or 1-2 days in office|Super flexible working environment 
 []",Contract/Temp,https://www.seek.com.au/job/71690152
Canberra,Ignite Recruitment,7d ago,AUD 125 - 140 per hour,frontend-developer,Front End Developer,"Location : ACT.  Duration : 12-month contract with 2x12 month extensions.   Eligibility : Australian citizenship with NV1 Baseline security clearance 
 [Systems, Software & Programming development. UI, Integration, C#, Rest API, TypeScript, React, SOAP, ISM, Vue,js. Long term contract, NV1 required, Flexible arrangements considered.]",Contract/Temp,https://www.seek.com.au/job/72131745
Melbourne,,1d ago,90000+,frontend-developer,Jnr Front End Developer,"Join an innovative team working in a progressive, dynamic workplace experiencing a new digital transformation project! 
 [Be the forerunner of a new Front End delivery capability group Join an innovative digital transformation project Attractive Salary and Training & Development]",Full time,https://www.seek.com.au/job/72266798
Sydney,,27d ago,,frontend-developer,Frontend Developer,"Are you a Frontend Developer looking for an exciting opportunity? Apply to join an award winning eCommerce agency! 
 []",Full time,https://www.seek.com.au/job/71696879
Gold Coast,,29d ago,,frontend-developer,Frontend Developer,"Join a great team of front-end and back-end experts and work on our industry leading technology platform.  Must be currently GC-based. 
 [Unique opportunity to work in an ASX-listed Financial Services business on GC Generous salary offered to the right candidate with the right attitude Industry-leading technology platform]",Full time,https://www.seek.com.au/job/71642371
Melbourne,ANZ,27d ago,,staff-software-engineer,Staff Software Engineer (Frontend),"Staff Engineers is the most senior IC, coding, leading technically, building reusable libraries, define and influencing outcomes for our web team! 
 [Bunch of greenfields projects starting built from a monorepo (Nx) foundation React (Server Components) frontend and NextJS 13 (Server Actions) node server Shipped continuously with Github Actions CI/CD]",Full time,https://www.seek.com.au/job/71692477
Canberra,Recruitment Hive,7d ago,$125 - $144 p.h. + All Client Fees Disclosed,frontend-developer,Front End Developer - Vue.js TypeScript and React,"WFH Flexibility / NV1 Required

Mandatory Criteria - C#, REST API / & Vue.js, TypeScript and React 
 [Minimum NV1 Clearance Required 12 Month Contract + 2 X 12 Month Extension Canberra City Office Address + WFH Flexibility]",Contract/Temp,https://www.seek.com.au/job/72133121
Perth,CorePlan,28d ago,,software-engineer,Software Engineer (frontend),"Accelerate Your Software Engineering Career with CorePlan, Perth's Fast-Growing Tech Startup Disrupting the Mining Industry! 
 []",Full time,https://www.seek.com.au/job/71677858
Sydney,SustainAbility Consulting,21d ago,160000,frontend-developer,Senior Frontend Developer,"I have been engaged by a dynamic SaaS company in Sydney, which is looking for a talented individual to join their accomplished development team. 
 []",Full time,https://www.seek.com.au/job/71829616
Melbourne,Talent International,18d ago,$110k - $125k p.a.,frontend-developer,Front End Developer,"Front End Developer | Permanent Full Time | React | JavaScript | Richmond Location | Flexible Hybrid Work 
 [IT Start-Up Company | Richmond Location Front End Developer | React Permanent Full Time | Flexible Hybrid Work]",Full time,https://www.seek.com.au/job/71910913
Sunshine Coast,Medical-Objects,4d ago,,front-end-web-developer,Junior or Graduate Frontend Web Developer,"Medical-Objects is looking for a Junior or Graduate Frontend Web Developer to join our team on the beautiful Sunshine Coast. 
 []",Full time,https://www.seek.com.au/job/72230993
Melbourne,,1d ago,,frontend-developer,Frontend Developer (contract),"Join an exciting & growing technology company & push the limits of user experience and intuitive design in secure applications, AI & cyber security. 
 [Work on interesting and innovative projects Be part of a friendly and diverse team Flexible and Hybrid working arrangements]",Contract/Temp,https://www.seek.com.au/job/72271447
Melbourne,Launch Recruitment,4d ago,"$130,000 + Super",frontend-developer,Front End Developer,"Collaborate in a team of passionate, creative & innovative developers | Front-end Angular Developer 
 [$130,000 + Super Extra leave days + leave loading + annual bonus Hybrid Model (WFH)]",Full time,https://www.seek.com.au/job/72232309
Sydney,,4d ago,"$100,000 – $130,000 per year + 11% Super",frontend-developer,Mid to Senior Frontend Developer,"Join one of the fastest growing tech sectors – AI! Make a huge impact in a fast-paced lean startup as a Mid to Senior Frontend Developer. 
 []",Full time,https://www.seek.com.au/job/72226343
Brisbane,,14d ago,,frontend-developer,Frontend Developer,"If you want to take your career to a new level, work on tech projects that actually take off and go To The Moon, we are the team for you. 
 []",Full time,https://www.seek.com.au/job/71979265
Sydney,Infinity Pro,15d ago,Mostly WFH - $840 to $932 per day,front-end-web-developer,Vue Frontend Web Developer - Vue.JS / Nuxt JavaScript,"Vue Front End Engineer / Vue JavaScript Web Frontend Developer - Nuxt Platform Web Programmer - Sitecore CMS - Vue JavaScript / Nuxt .JS - Mostly WFH 
 []",Contract/Temp,https://www.seek.com.au/job/71948159
Perth,,6d ago,,frontend-developer,Front End Developer,"Wanted: Front End Developer with TypeScript and HTML experience who can contribute to the success of our existing and new User Interfaces 
 [Best of breed application Angular 15+ SCSS & Material Design]",Full time,https://www.seek.com.au/job/72189499
"Newcastle, Maitland & Hunter",Rarekind,21d ago,AUD 75000 - 105000 per annum,front-end-web-developer,Frontend Web Developer,"Newly created role for a Frontend Web developer to join a Newcastle business who are driving the way in innovative tech and manufacturing solutions! 
 [Join a Newcastle business who are driving the way in innovation Newly created role in a company with major growth plans Onsite position in Newcastle NSW | Free onsite parking]",Full time,https://www.seek.com.au/job/71820059
Canberra,Compas,7d ago,,frontend-developer,Front End Developer,"APPLY NOW! 
 []",Contract/Temp,https://www.seek.com.au/job/72139054
Brisbane,Blackroc,6d ago,Up to 100k including superannuation,web-developer,Web Developer,"Frontend Web Dev with strong HTML, CSS and preferably modern JS exp required to help build and maintain user friendly, visually appealing websites. 
 [Flexible working: Tuesdays and Fridays from home Collaboration: Small, close-knit team of developers Front-end Development: HTML, CSS, React OR Vue]",Full time,https://www.seek.com.au/job/72175445
Sydney,Collaborate Recruitment,27d ago,,front-end-web-developer,Frontend Web Developer,"Hybrid role|Fully remote or 1-2 days in office|Super flexible working environment 
 []",Contract/Temp,https://www.seek.com.au/job/71690152
Canberra,Ignite Recruitment,7d ago,AUD 125 - 140 per hour,frontend-developer,Front End Developer,"Location : ACT.  Duration : 12-month contract with 2x12 month extensions.   Eligibility : Australian citizenship with NV1 Baseline security clearance 
 [Systems, Software & Programming development. UI, Integration, C#, Rest API, TypeScript, React, SOAP, ISM, Vue,js. Long term contract, NV1 required, Flexible arrangements considered.]",Contract/Temp,https://www.seek.com.au/job/72131745
Melbourne,,1d ago,90000+,frontend-developer,Jnr Front End Developer,"Join an innovative team working in a progressive, dynamic workplace experiencing a new digital transformation project! 
 [Be the forerunner of a new Front End delivery capability group Join an innovative digital transformation project Attractive Salary and Training & Development]",Full time,https://www.seek.com.au/job/72266798
Sydney,,27d ago,,frontend-developer,Frontend Developer,"Are you a Frontend Developer looking for an exciting opportunity? Apply to join an award winning eCommerce agency! 
 []",Full time,https://www.seek.com.au/job/71696879
Gold Coast,,29d ago,,frontend-developer,Frontend Developer,"Join a great team of front-end and back-end experts and work on our industry leading technology platform.  Must be currently GC-based. 
 [Unique opportunity to work in an ASX-listed Financial Services business on GC Generous salary offered to the right candidate with the right attitude Industry-leading technology platform]",Full time,https://www.seek.com.au/job/71642371
Melbourne,ANZ,27d ago,,staff-software-engineer,Staff Software Engineer (Frontend),"Staff Engineers is the most senior IC, coding, leading technically, building reusable libraries, define and influencing outcomes for our web team! 
 [Bunch of greenfields projects starting built from a monorepo (Nx) foundation React (Server Components) frontend and NextJS 13 (Server Actions) node server Shipped continuously with Github Actions CI/CD]",Full time,https://www.seek.com.au/job/71692477
Canberra,Recruitment Hive,7d ago,$125 - $144 p.h. + All Client Fees Disclosed,frontend-developer,Front End Developer - Vue.js TypeScript and React,"WFH Flexibility / NV1 Required

Mandatory Criteria - C#, REST API / & Vue.js, TypeScript and React 
 [Minimum NV1 Clearance Required 12 Month Contract + 2 X 12 Month Extension Canberra City Office Address + WFH Flexibility]",Contract/Temp,https://www.seek.com.au/job/72133121
Perth,CorePlan,28d ago,,software-engineer,Software Engineer (frontend),"Accelerate Your Software Engineering Career with CorePlan, Perth's Fast-Growing Tech Startup Disrupting the Mining Industry! 
 []",Full time,https://www.seek.com.au/job/71677858
Sydney,SustainAbility Consulting,21d ago,160000,frontend-developer,Senior Frontend Developer,"I have been engaged by a dynamic SaaS company in Sydney, which is looking for a talented individual to join their accomplished development team. 
 []",Full time,https://www.seek.com.au/job/71829616
Melbourne,Talent International,18d ago,$110k - $125k p.a.,frontend-developer,Front End Developer,"Front End Developer | Permanent Full Time | React | JavaScript | Richmond Location | Flexible Hybrid Work 
 [IT Start-Up Company | Richmond Location Front End Developer | React Permanent Full Time | Flexible Hybrid Work]",Full time,https://www.seek.com.au/job/71910913
Sunshine Coast,Medical-Objects,4d ago,,front-end-web-developer,Junior or Graduate Frontend Web Developer,"Medical-Objects is looking for a Junior or Graduate Frontend Web Developer to join our team on the beautiful Sunshine Coast. 
 []",Full time,https://www.seek.com.au/job/72230993
Melbourne,,1d ago,,frontend-developer,Frontend Developer (contract),"Join an exciting & growing technology company & push the limits of user experience and intuitive design in secure applications, AI & cyber security. 
 [Work on interesting and innovative projects Be part of a friendly and diverse team Flexible and Hybrid working arrangements]",Contract/Temp,https://www.seek.com.au/job/72271447
Melbourne,Launch Recruitment,4d ago,"$130,000 + Super",frontend-developer,Front End Developer,"Collaborate in a team of passionate, creative & innovative developers | Front-end Angular Developer 
 [$130,000 + Super Extra leave days + leave loading + annual bonus Hybrid Model (WFH)]",Full time,https://www.seek.com.au/job/72232309
Sydney,,4d ago,"$100,000 – $130,000 per year + 11% Super",frontend-developer,Mid to Senior Frontend Developer,"Join one of the fastest growing tech sectors – AI! Make a huge impact in a fast-paced lean startup as a Mid to Senior Frontend Developer. 
 []",Full time,https://www.seek.com.au/job/72226343
Brisbane,,14d ago,,frontend-developer,Frontend Developer,"If you want to take your career to a new level, work on tech projects that actually take off and go To The Moon, we are the team for you. 
 []",Full time,https://www.seek.com.au/job/71979265
Sydney,Infinity Pro,15d ago,Mostly WFH - $840 to $932 per day,front-end-web-developer,Vue Frontend Web Developer - Vue.JS / Nuxt JavaScript,"Vue Front End Engineer / Vue JavaScript Web Frontend Developer - Nuxt Platform Web Programmer - Sitecore CMS - Vue JavaScript / Nuxt .JS - Mostly WFH 
 []",Contract/Temp,https://www.seek.com.au/job/71948159
Perth,,6d ago,,frontend-developer,Front End Developer,"Wanted: Front End Developer with TypeScript and HTML experience who can contribute to the success of our existing and new User Interfaces 
 [Best of breed application Angular 15+ SCSS & Material Design]",Full time,https://www.seek.com.au/job/72189499
"Newcastle, Maitland & Hunter",Rarekind,21d ago,AUD 75000 - 105000 per annum,front-end-web-developer,Frontend Web Developer,"Newly created role for a Frontend Web developer to join a Newcastle business who are driving the way in innovative tech and manufacturing solutions! 
 [Join a Newcastle business who are driving the way in innovation Newly created role in a company with major growth plans Onsite position in Newcastle NSW | Free onsite parking]",Full time,https://www.seek.com.au/job/71820059
Canberra,Compas,7d ago,,frontend-developer,Front End Developer,"APPLY NOW! 
 []",Contract/Temp,https://www.seek.com.au/job/72139054
Brisbane,Blackroc,6d ago,Up to 100k including superannuation,web-developer,Web Developer,"Frontend Web Dev with strong HTML, CSS and preferably modern JS exp required to help build and maintain user friendly, visually appealing websites. 
 [Flexible working: Tuesdays and Fridays from home Collaboration: Small, close-knit team of developers Front-end Development: HTML, CSS, React OR Vue]",Full time,https://www.seek.com.au/job/72175445
Sydney,Collaborate Recruitment,27d ago,,front-end-web-developer,Frontend Web Developer,"Hybrid role|Fully remote or 1-2 days in office|Super flexible working environment 
 []",Contract/Temp,https://www.seek.com.au/job/71690152
Canberra,Ignite Recruitment,7d ago,AUD 125 - 140 per hour,frontend-developer,Front End Developer,"Location : ACT.  Duration : 12-month contract with 2x12 month extensions.   Eligibility : Australian citizenship with NV1 Baseline security clearance 
 [Systems, Software & Programming development. UI, Integration, C#, Rest API, TypeScript, React, SOAP, ISM, Vue,js. Long term contract, NV1 required, Flexible arrangements considered.]",Contract/Temp,https://www.seek.com.au/job/72131745
Melbourne,,1d ago,90000+,frontend-developer,Jnr Front End Developer,"Join an innovative team working in a progressive, dynamic workplace experiencing a new digital transformation project! 
 [Be the forerunner of a new Front End delivery capability group Join an innovative digital transformation project Attractive Salary and Training & Development]",Full time,https://www.seek.com.au/job/72266798
Sydney,,27d ago,,frontend-developer,Frontend Developer,"Are you a Frontend Developer looking for an exciting opportunity? Apply to join an award winning eCommerce agency! 
 []",Full time,https://www.seek.com.au/job/71696879
Gold Coast,,29d ago,,frontend-developer,Frontend Developer,"Join a great team of front-end and back-end experts and work on our industry leading technology platform.  Must be currently GC-based. 
 [Unique opportunity to work in an ASX-listed Financial Services business on GC Generous salary offered to the right candidate with the right attitude Industry-leading technology platform]",Full time,https://www.seek.com.au/job/71642371
Melbourne,ANZ,27d ago,,staff-software-engineer,Staff Software Engineer (Frontend),"Staff Engineers is the most senior IC, coding, leading technically, building reusable libraries, define and influencing outcomes for our web team! 
 [Bunch of greenfields projects starting built from a monorepo (Nx) foundation React (Server Components) frontend and NextJS 13 (Server Actions) node server Shipped continuously with Github Actions CI/CD]",Full time,https://www.seek.com.au/job/71692477
Canberra,Recruitment Hive,7d ago,$125 - $144 p.h. + All Client Fees Disclosed,frontend-developer,Front End Developer - Vue.js TypeScript and React,"WFH Flexibility / NV1 Required

Mandatory Criteria - C#, REST API / & Vue.js, TypeScript and React 
 [Minimum NV1 Clearance Required 12 Month Contract + 2 X 12 Month Extension Canberra City Office Address + WFH Flexibility]",Contract/Temp,https://www.seek.com.au/job/72133121
Perth,CorePlan,28d ago,,software-engineer,Software Engineer (frontend),"Accelerate Your Software Engineering Career with CorePlan, Perth's Fast-Growing Tech Startup Disrupting the Mining Industry! 
 []",Full time,https://www.seek.com.au/job/71677858
Sydney,SustainAbility Consulting,21d ago,160000,frontend-developer,Senior Frontend Developer,"I have been engaged by a dynamic SaaS company in Sydney, which is looking for a talented individual to join their accomplished development team. 
 []",Full time,https://www.seek.com.au/job/71829616
Melbourne,Talent International,18d ago,$110k - $125k p.a.,frontend-developer,Front End Developer,"Front End Developer | Permanent Full Time | React | JavaScript | Richmond Location | Flexible Hybrid Work 
 [IT Start-Up Company | Richmond Location Front End Developer | React Permanent Full Time | Flexible Hybrid Work]",Full time,https://www.seek.com.au/job/71910913
Sunshine Coast,Medical-Objects,4d ago,,front-end-web-developer,Junior or Graduate Frontend Web Developer,"Medical-Objects is looking for a Junior or Graduate Frontend Web Developer to join our team on the beautiful Sunshine Coast. 
 []",Full time,https://www.seek.com.au/job/72230993
Melbourne,,1d ago,,frontend-developer,Frontend Developer (contract),"Join an exciting & growing technology company & push the limits of user experience and intuitive design in secure applications, AI & cyber security. 
 [Work on interesting and innovative projects Be part of a friendly and diverse team Flexible and Hybrid working arrangements]",Contract/Temp,https://www.seek.com.au/job/72271447
Melbourne,Launch Recruitment,4d ago,"$130,000 + Super",frontend-developer,Front End Developer,"Collaborate in a team of passionate, creative & innovative developers | Front-end Angular Developer 
 [$130,000 + Super Extra leave days + leave loading + annual bonus Hybrid Model (WFH)]",Full time,https://www.seek.com.au/job/72232309
Sydney,,4d ago,"$100,000 – $130,000 per year + 11% Super",frontend-developer,Mid to Senior Frontend Developer,"Join one of the fastest growing tech sectors – AI! Make a huge impact in a fast-paced lean startup as a Mid to Senior Frontend Developer. 
 []",Full time,https://www.seek.com.au/job/72226343
Brisbane,,14d ago,,frontend-developer,Frontend Developer,"If you want to take your career to a new level, work on tech projects that actually take off and go To The Moon, we are the team for you. 
 []",Full time,https://www.seek.com.au/job/71979265
Sydney,Infinity Pro,15d ago,Mostly WFH - $840 to $932 per day,front-end-web-developer,Vue Frontend Web Developer - Vue.JS / Nuxt JavaScript,"Vue Front End Engineer / Vue JavaScript Web Frontend Developer - Nuxt Platform Web Programmer - Sitecore CMS - Vue JavaScript / Nuxt .JS - Mostly WFH 
 []",Contract/Temp,https://www.seek.com.au/job/71948159
Perth,,6d ago,,frontend-developer,Front End Developer,"Wanted: Front End Developer with TypeScript and HTML experience who can contribute to the success of our existing and new User Interfaces 
 [Best of breed application Angular 15+ SCSS & Material Design]",Full time,https://www.seek.com.au/job/72189499
"Newcastle, Maitland & Hunter",Rarekind,21d ago,AUD 75000 - 105000 per annum,front-end-web-developer,Frontend Web Developer,"Newly created role for a Frontend Web developer to join a Newcastle business who are driving the way in innovative tech and manufacturing solutions! 
 [Join a Newcastle business who are driving the way in innovation Newly created role in a company with major growth plans Onsite position in Newcastle NSW | Free onsite parking]",Full time,https://www.seek.com.au/job/71820059
Canberra,Compas,7d ago,,frontend-developer,Front End Developer,"APPLY NOW! 
 []",Contract/Temp,https://www.seek.com.au/job/72139054
Brisbane,Blackroc,6d ago,Up to 100k including superannuation,web-developer,Web Developer,"Frontend Web Dev with strong HTML, CSS and preferably modern JS exp required to help build and maintain user friendly, visually appealing websites. 
 [Flexible working: Tuesdays and Fridays from home Collaboration: Small, close-knit team of developers Front-end Development: HTML, CSS, React OR Vue]",Full time,https://www.seek.com.au/job/72175445
Sydney,Collaborate Recruitment,27d ago,,front-end-web-developer,Frontend Web Developer,"Hybrid role|Fully remote or 1-2 days in office|Super flexible working environment 
 []",Contract/Temp,https://www.seek.com.au/job/71690152
Canberra,Ignite Recruitment,7d ago,AUD 125 - 140 per hour,frontend-developer,Front End Developer,"Location : ACT.  Duration : 12-month contract with 2x12 month extensions.   Eligibility : Australian citizenship with NV1 Baseline security clearance 
 [Systems, Software & Programming development. UI, Integration, C#, Rest API, TypeScript, React, SOAP, ISM, Vue,js. Long term contract, NV1 required, Flexible arrangements considered.]",Contract/Temp,https://www.seek.com.au/job/72131745
Melbourne,,1d ago,90000+,frontend-developer,Jnr Front End Developer,"Join an innovative team working in a progressive, dynamic workplace experiencing a new digital transformation project! 
 [Be the forerunner of a new Front End delivery capability group Join an innovative digital transformation project Attractive Salary and Training & Development]",Full time,https://www.seek.com.au/job/72266798
Sydney,,27d ago,,frontend-developer,Frontend Developer,"Are you a Frontend Developer looking for an exciting opportunity? Apply to join an award winning eCommerce agency! 
 []",Full time,https://www.seek.com.au/job/71696879
Gold Coast,,29d ago,,frontend-developer,Frontend Developer,"Join a great team of front-end and back-end experts and work on our industry leading technology platform.  Must be currently GC-based. 
 [Unique opportunity to work in an ASX-listed Financial Services business on GC Generous salary offered to the right candidate with the right attitude Industry-leading technology platform]",Full time,https://www.seek.com.au/job/71642371
Melbourne,ANZ,27d ago,,staff-software-engineer,Staff Software Engineer (Frontend),"Staff Engineers is the most senior IC, coding, leading technically, building reusable libraries, define and influencing outcomes for our web team! 
 [Bunch of greenfields projects starting built from a monorepo (Nx) foundation React (Server Components) frontend and NextJS 13 (Server Actions) node server Shipped continuously with Github Actions CI/CD]",Full time,https://www.seek.com.au/job/71692477
Canberra,Recruitment Hive,7d ago,$125 - $144 p.h. + All Client Fees Disclosed,frontend-developer,Front End Developer - Vue.js TypeScript and React,"WFH Flexibility / NV1 Required

Mandatory Criteria - C#, REST API / & Vue.js, TypeScript and React 
 [Minimum NV1 Clearance Required 12 Month Contract + 2 X 12 Month Extension Canberra City Office Address + WFH Flexibility]",Contract/Temp,https://www.seek.com.au/job/72133121
Perth,CorePlan,28d ago,,software-engineer,Software Engineer (frontend),"Accelerate Your Software Engineering Career with CorePlan, Perth's Fast-Growing Tech Startup Disrupting the Mining Industry! 
 []",Full time,https://www.seek.com.au/job/71677858
